지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),최다풍향(16방위),평균 증기압(hPa),평균 현지기압(hPa),합계 일사량(MJ/m2),평균 전운량(1/10),평균 지면온도(°C)
108,서울,2019-10-03,22.4,4.6,2.8,340,19.4,996.4,10.14,6.3,22.6
108,서울,2019-10-04,22.4,,2.1,360,19.1,1002.4,16.23,3.6,22.9
108,서울,2019-10-05,18.7,.6,2.9,360,15.8,1006.1,8.24,7,20.8
108,서울,2019-10-06,18.1,,2.9,360,11,1012.3,16.17,6.1,19.1
108,서울,2019-10-07,14.8,25.4,1.8,360,15.4,1007.9,1.49,9.5,16.7
108,서울,2019-10-08,14.7,,2.6,250,9.5,1008.2,16.78,2.6,16.7
108,서울,2019-10-09,13.6,,1.7,230,7.2,1009.5,17.42,1.9,14.1
108,서울,2019-10-10,15.2,,1.3,320,10.4,1006.3,8.06,9,16
108,서울,2019-10-11,18.8,,1.9,360,12.5,1005.2,16.44,.9,18.4
108,서울,2019-10-12,17.9,,3.5,360,9.8,1008,17.37,.6,18.2
108,서울,2019-10-13,17.2,,1.9,360,10,1012.2,16.52,2.1,17.8
108,서울,2019-10-14,14.4,,2.5,250,9.2,1014.8,14.54,1.9,17.1
108,서울,2019-10-15,14.5,,1.6,360,9.1,1017.6,14.07,3,14.5
108,서울,2019-10-16,14.6,,1.6,230,9.2,1016,15.6,5.3,16.3
108,서울,2019-10-17,15.4,,1.7,360,9.4,1014.1,12.02,4.8,17.2
108,서울,2019-10-18,17,,2.4,360,11.2,1011.9,12.08,7.1,17.4
108,서울,2019-10-19,17,,1.8,230,12,1010.4,15.17,.8,17.5
108,서울,2019-10-20,16.5,,1.3,320,12.7,1011.4,14.67,.6,18.1
108,서울,2019-10-21,17.1,,1,320,11.3,1008.5,14.4,2.1,15.9
108,서울,2019-10-22,18.1,,1.6,70,11.3,1007.5,13.66,4.4,18.3
108,서울,2019-10-23,17,,2.4,70,10.9,1008.9,8.08,8,17.3
108,서울,2019-10-24,18.3,,2.7,70,9.8,1009.1,11.56,4.5,19.4
108,서울,2019-10-25,16.7,0,2.4,70,10.8,1007.4,12.29,6.6,17.2
108,서울,2019-10-26,10,,2.5,270,7.2,1008.5,13.08,2.3,12.6
108,서울,2019-10-27,11,,1.6,290,7.5,1009.1,14.45,.9,12
108,서울,2019-10-28,12.9,1.7,2.5,200,9.5,1005.3,11.62,5.6,13
108,서울,2019-10-29,12.5,.1,2.3,270,8.6,1005.5,12.41,1.6,12.4
108,서울,2019-10-30,11.2,,1.6,270,7.8,1011.1,14.08,.3,11.2
108,서울,2019-10-31,14.8,,2.3,230,12.5,1010.1,10.34,4.6,14.2
108,서울,2019-11-01,14.9,,1.8,290,9.4,1011.3,13.85,1.9,14.8
108,서울,2019-11-02,13.6,,1.5,290,8.9,1009.9,7.69,8.1,13.5
108,서울,2019-11-03,14.7,,2.1,70,9.3,1009.6,12.51,4,15.1
108,서울,2019-11-04,13.8,,2.1,70,8.8,1011.5,13.83,0,13.7
108,서울,2019-11-05,12.4,,1.6,20,9.1,1009,11.04,1.4,12.4
108,서울,2019-11-06,11,,1.8,290,8,1006.6,10.63,5,11
108,서울,2019-11-07,9.2,,2.7,320,4.9,1007.5,13.4,1.6,10.3
108,서울,2019-11-08,6.8,,1.9,290,3,1011.1,13.98,0,7.3
108,서울,2019-11-09,9.5,,1.6,290,4.9,1011,13.15,.3,8.6
108,서울,2019-11-10,10,11.8,2.1,70,7.1,1001.2,6.6,8.9,10.5
108,서울,2019-11-11,11.2,1.1,2.4,290,9.4,1000.8,8.97,5.9,11.4
108,서울,2019-11-12,9.3,,1.4,20,7.2,1010.5,8.06,3.6,8.5
108,서울,2019-11-13,7.2,7.5,2.8,50,7.6,1007.2,1.25,8.5,7.7
108,서울,2019-11-14,1.3,,2.9,290,2.1,1013.7,13.15,1,2.6
108,서울,2019-11-15,5.6,18.8,2,70,8.1,1007.6,1.92,8.1,6.2
108,서울,2019-11-16,6.8,,1.6,50,7.9,1010.1,8.92,5.5,7.6
108,서울,2019-11-17,8.3,21.1,3.1,70,8.7,1006.9,1.32,9.3,7.6
108,서울,2019-11-18,4.6,14.7,3.9,270,5.4,1008.7,10.26,7.1,6.9
108,서울,2019-11-19,.2,0,2.8,290,3,1015.5,11.93,1.4,2.4
108,서울,2019-11-20,.5,,1.8,290,2.2,1020.9,12.18,0,2
108,서울,2019-11-21,4.2,,1.9,50,3.1,1021.4,7.4,6.1,2.9
108,서울,2019-11-22,9.7,,2.1,70,4,1017,11.2,1.4,6.3
108,서울,2019-11-23,12.1,,1.8,70,7.3,1013.4,8.5,6.1,8.7
108,서울,2019-11-24,9.8,3.8,2.2,50,9.1,1010.1,3.84,7.1,8.7
108,서울,2019-11-25,1.9,,2.7,290,4.4,1019.1,7.87,4.4,3.8
108,서울,2019-11-26,6.6,,2,290,6.1,1018.6,9.78,3.9,5.7
108,서울,2019-11-27,3.1,,2.7,320,3.8,1017.7,10.43,4,3.7
108,서울,2019-11-28,3.5,,2,290,4.1,1019.1,11.21,1.8,3.8
108,서울,2019-11-29,1.5,,2,290,2.8,1020.9,11.4,.9,2.4
108,서울,2019-11-30,4.1,,1.7,70,3.4,1018,8.01,6,3.2
108,서울,2019-12-01,4.6,3.3,1.6,50,6.8,1011.4,1.89,9.3,5.2
108,서울,2019-12-02,-.1,,3.1,290,2.9,1011.8,10.42,2.4,2
108,서울,2019-12-03,.5,.6,1.6,20,4.1,1014.4,5.01,6.3,1.4
108,서울,2019-12-04,2,0,1.8,290,2.9,1018.5,10.18,1,2.5
108,서울,2019-12-05,-4.4,,3.2,320,1.4,1025.3,11.34,0,-.4
108,서울,2019-12-06,-5.9,,1.7,290,1.4,1025,11.24,.6,-2.9
108,서울,2019-12-07,-2.4,.1,1.7,50,3.4,1018.9,2.86,6.6,-1.3
108,서울,2019-12-08,-.9,,1.4,70,3.6,1018,10.65,1.1,-1
108,서울,2019-12-09,3.2,0,2.5,70,4.5,1012.4,3.46,7.9,.7
108,서울,2019-12-10,8.1,1.7,1.2,50,8.8,1008.4,5.03,8.9,5.9
108,서울,2019-12-11,6.3,.2,3.4,270,6.3,1007.1,5.75,5.9,5.8
108,서울,2019-12-12,-.7,,1.8,290,2.6,1018,10.73,0,.6
108,서울,2019-12-13,2.1,1,2,50,3.9,1015.7,6.07,6.8,1.1
108,서울,2019-12-14,2.7,0,2.3,290,4.3,1017.3,10.07,3,3.1
108,서울,2019-12-15,5.3,,2,90,4.6,1018.2,8.91,2.9,3.1
108,서울,2019-12-16,7.8,,1.9,70,6.2,1012.1,7.71,6.1,4.6
108,서울,2019-12-17,7.7,9.8,2.3,290,8.6,1005.4,1.17,8.6,6.9
108,서울,2019-12-18,.8,,2.5,270,4.2,1013.2,9.83,3.5,2.4
108,서울,2019-12-19,-.8,0,2.4,290,2.7,1015.3,9.96,1.8,.5
108,서울,2019-12-20,-1.1,0,2.3,340,2.5,1018.6,10.45,1.4,.3
108,서울,2019-12-21,-1.2,.6,1.7,50,4,1016.4,3.35,5.5,-1.4
108,서울,2019-12-22,4.1,.3,1.7,70,5.1,1010.1,7.2,7.8,2.2
108,서울,2019-12-23,3.4,2.9,2,320,6.3,1011.5,5.1,6.1,3.4
108,서울,2019-12-24,.8,,1.4,50,4.3,1016.6,9.43,.8,1.4
108,서울,2019-12-25,2,,1,50,4.2,1013.1,6.64,5.9,1.5
108,서울,2019-12-26,2,.3,2.4,290,4.2,1007.2,3.72,5.4,2.4
108,서울,2019-12-27,-1.7,,2.1,340,2.4,1014.1,10.36,0,-.9
108,서울,2019-12-28,1.1,,2,70,3.1,1017.7,8.09,3.5,-.7
108,서울,2019-12-29,3.8,1.4,2.9,70,4.2,1015,3.28,9,1.7
108,서울,2019-12-30,2.7,.4,2.9,320,5.5,1013,2.24,7.5,3.3
108,서울,2019-12-31,-7.9,0,3.1,290,1.3,1023.7,11.11,1.3,-3.5
108,서울,2020-01-01,-2.2,.1,.6,50,3.4,1021.1,4.53,8.9,-.9
108,서울,2020-01-02,1,,1.2,50,4.3,1018.7,3.47,7.9,.1
108,서울,2020-01-03,-.1,,1.7,290,3.3,1016.4,10.1,0,-.4
108,서울,2020-01-04,1.2,,1.9,50,3.3,1015.4,9.29,2.1,0
108,서울,2020-01-05,1.3,,1.1,50,3,1019.7,9.1,3.9,-.5
108,서울,2020-01-06,3.1,1.8,3.1,70,5,1015.3,2.03,9.8,1
108,서울,2020-01-07,6.3,46.3,4,70,9.1,999.3,.75,10,5.1
108,서울,2020-01-08,2.4,11.6,3.3,270,6.3,1003.6,1.84,9.6,4
108,서울,2020-01-09,-1.2,,2.3,290,3.7,1013.4,9.14,1.6,1.3
108,서울,2020-01-10,-.6,,1.5,290,3.6,1013,9.39,3.1,.2
108,서울,2020-01-11,-.1,,1.9,290,3.6,1009.4,10.13,3.6,.1
108,서울,2020-01-12,-1,,2.4,290,3.5,1007.5,10.33,3.6,.4
108,서울,2020-01-13,-2.9,,2.3,290,2.5,1012.4,11.15,1.4,-1.3
108,서울,2020-01-14,-2.3,,1.6,290,2.3,1015,10.06,1,-1.6
108,서울,2020-01-15,-2.7,,1.9,270,2.2,1017.6,11.6,.1,-2
108,서울,2020-01-16,-1.7,,1.6,320,2.3,1016.3,10.75,5,-1.6
108,서울,2020-01-17,-.6,,1.5,290,2.5,1012.6,9.85,4.8,-.8
108,서울,2020-01-18,.3,,1.8,270,2.9,1010.9,11.38,2.1,-.6
108,서울,2020-01-19,1.9,.6,2.2,270,4.4,1008,6.08,4.8,.5
108,서울,2020-01-20,.7,,2.5,270,3,1012.2,10.24,2.3,-.1
108,서울,2020-01-21,-.4,,1.4,320,2.1,1018.8,11.55,2.9,-.8
108,서울,2020-01-22,3,,1.7,50,2.7,1014.6,6.8,7.8,1.3
108,서울,2020-01-23,4.6,,2,290,4.1,1013.5,10.73,3.4,2.2
108,서울,2020-01-24,2.8,,1.7,290,4.6,1019.5,10.53,3,1.9
108,서울,2020-01-25,4.3,,1.5,290,5.2,1018.7,7.86,7.4,2.4
108,서울,2020-01-26,5.5,,2.7,70,4.8,1016.5,11.21,5.8,3.5
108,서울,2020-01-27,5.9,.1,4.6,70,4.5,1010.4,2.76,9.5,3.6
108,서울,2020-01-28,6.8,0,2.6,50,4.8,1007.7,3.98,7.3,4.6
108,서울,2020-01-29,6,,2.1,70,4.3,1005.3,7.3,6.6,3.7
108,서울,2020-01-30,5.2,,1.8,70,4.1,1004.4,9.24,4,3
108,서울,2020-01-31,3.9,0,2.3,270,4.8,1009,9.41,4.8,2.8
108,서울,2020-02-01,2.6,,1.7,290,4.9,1013.4,7.17,3.4,2.3
108,서울,2020-02-02,1.5,,1.8,290,3.4,1014.7,8.39,6.1,1.9
108,서울,2020-02-03,-.4,0,3.1,270,2.6,1016.3,13.56,1.5,2.3
108,서울,2020-02-04,-1.6,1.7,2.8,320,2.9,1015.8,10.01,3.9,.3
108,서울,2020-02-05,-8.3,,3.3,320,1.2,1021,14.82,0,-2.5
108,서울,2020-02-06,-6.4,,1.9,290,1.4,1023,13.97,.9,-2.7
108,서울,2020-02-07,-1.7,0,2,290,2.5,1018.5,10.14,8.9,-.4
108,서울,2020-02-08,-.1,0,3,320,2.9,1016.7,13.89,2.5,1.4
108,서울,2020-02-09,-.5,0,2,270,3,1014.6,14.33,2.8,.5
108,서울,2020-02-10,4,0,1.7,290,3.8,1013.4,14.22,1.1,3.4
108,서울,2020-02-11,6.8,,1.6,50,3.4,1016.3,10.91,2.3,.6
108,서울,2020-02-12,7.4,6.7,2.2,70,7.6,1006.4,2.86,9.9,5.8
108,서울,2020-02-13,6.5,,1.7,290,8.2,1008.8,6.43,9.1,6.6
108,서울,2020-02-14,8.1,,1.2,290,7.3,1010.4,13.13,2.1,6.9
108,서울,2020-02-15,9.8,2,2.7,70,7.4,1007.3,8.77,5.8,6.6
108,서울,2020-02-16,-1.4,13.4,4,270,4.6,1002.6,4.14,8.9,2.2
108,서울,2020-02-17,-5.9,1,3.4,320,2.6,1007.4,7.08,6.5,.3
108,서울,2020-02-18,-4.1,,2.3,290,2,1016.7,16.78,0,-.1
108,서울,2020-02-19,1,,1.5,50,3.7,1019.3,12.13,6,1.8
108,서울,2020-02-20,4.6,,1.7,50,5.1,1022.6,13.71,2.5,4
108,서울,2020-02-21,6.7,4.2,2.2,200,6.5,1018.5,6.5,9.3,4.4
108,서울,2020-02-22,4,3.1,4,270,5.1,1014.2,9.06,5.9,4.2
108,서울,2020-02-23,2.5,,2,270,3.4,1018.2,17.37,.9,3.6
108,서울,2020-02-24,7,,1.6,50,5.2,1013.6,13.21,7,6.1
108,서울,2020-02-25,6.7,16.6,4.2,70,7.2,1007.4,4.11,7.5,6
108,서울,2020-02-26,6.4,0,2.1,50,5.6,1012.7,10.45,5.3,5.4
108,서울,2020-02-27,6.1,,2,70,4.9,1017,16.77,2.6,6
108,서울,2020-02-28,4.5,3.9,1.4,50,6.7,1011.9,2.41,9.8,4.7
108,서울,2020-02-29,7.7,.5,1.7,50,6.9,1007.7,17.12,3,8.4
108,서울,2020-03-01,5.8,.2,2,270,6.6,1007.9,5.4,8.1,5.5
108,서울,2020-03-02,3.4,0,2.7,290,4.2,1013.1,17.08,1.6,5
108,서울,2020-03-03,4.8,,2.6,70,4.9,1013.3,10.62,6.5,3.7
108,서울,2020-03-04,2.2,0,3.7,270,3.9,1011.4,10.41,5.1,4
108,서울,2020-03-05,1.4,,2.5,270,3.1,1014.5,19.25,0,3.8
108,서울,2020-03-06,3.7,,1.6,50,3.5,1011.7,16.82,2.5,4.5
108,서울,2020-03-07,7,,2,70,3.8,1007.5,13,5.4,7
108,서울,2020-03-08,9.3,,1.6,290,4.7,1008,18.27,.3,8.6
108,서울,2020-03-09,11.1,,1.8,320,4.7,1003.6,14.19,6.5,9.7
108,서울,2020-03-10,6.4,11.8,2.8,290,7.6,997.6,2.72,7.5,6.5
108,서울,2020-03-11,3.8,,3.3,270,3.3,1007.7,20.72,0,4.8
108,서울,2020-03-12,6.8,,2.5,250,4.6,1010.9,14.32,4,5.5
108,서울,2020-03-13,4.9,.5,3.3,320,3.6,1011.3,17.82,6.6,7.7
108,서울,2020-03-14,3.6,,3,250,3.9,1005,18.6,2.1,5.6
108,서울,2020-03-15,4,,3.6,320,3.8,1001.4,17.29,3.1,6.2
108,서울,2020-03-16,3.6,,2.8,250,3.2,1011.4,21.18,1,6.1
108,서울,2020-03-17,6.6,,2.1,230,6.4,1005,6.89,4.8,7.5
108,서울,2020-03-18,10,,1.8,250,4.9,1002.6,20.66,0,9.8
108,서울,2020-03-19,9.1,0,4.8,270,5.8,995.6,15.51,3.4,9.9
108,서울,2020-03-20,8.8,,3.1,200,4.2,1003.3,20.58,.4,9.9
108,서울,2020-03-21,12.8,,2,180,8.4,1001.3,14.83,6.9,13.9
108,서울,2020-03-22,11,,3,290,4.5,1004,22.54,.1,13.6
108,서울,2020-03-23,10.6,,1.9,270,4.8,1006.7,20.72,0,12.6
108,서울,2020-03-24,11.4,,1.8,270,4.4,1009.8,21.06,0,13.2
108,서울,2020-03-25,12.5,,1.9,290,4.7,1009.7,19.29,4,13.9
108,서울,2020-03-26,14.8,1.8,1.9,70,8.9,1004.9,11.97,6.9,13.5
108,서울,2020-03-27,11.9,2,3.3,290,8.1,1003.2,17.04,5.1,14.4
108,서울,2020-03-28,7.7,,3.2,360,1.8,1010.8,19.87,5.1,10.8
108,서울,2020-03-29,8.7,,2,290,3.4,1010.9,23.12,1.5,11.8
108,서울,2020-03-30,10.2,,1.8,270,4.4,1010.1,22.73,.9,13.3
108,서울,2020-03-31,11.9,,2,270,4.5,1007,20.68,5.5,14.5
108,서울,2020-04-01,11.3,,3.7,290,4.5,1004.5,19.12,3.5,15
108,서울,2020-04-02,9.3,,2.3,250,4.4,1011.6,21.25,2.6,13.1
108,서울,2020-04-03,10,,2.7,270,6.3,1010.5,22.56,1.3,14.2
108,서울,2020-04-04,8.9,,3.4,290,3.9,1008.6,23.33,.8,13.8
108,서울,2020-04-05,7.2,,2.8,270,3,1011.8,24.58,0,12.4
108,서울,2020-04-06,9.3,,2.4,290,4.3,1010,22.51,3.5,13.8
108,서울,2020-04-07,10.6,,2.5,270,7.1,1005.3,19.3,2.1,14.8
108,서울,2020-04-08,9.4,,3.5,290,2.8,1007.8,24.86,0,14.3
108,서울,2020-04-09,8.9,,2.8,270,5.1,1011.5,24.79,1.3,14
108,서울,2020-04-10,10.7,,2.4,290,6.6,1014,21.07,4.8,17
108,서울,2020-04-11,9.9,,2.5,290,7.5,1009.1,19.4,4.8,15.6
108,서울,2020-04-12,9.9,,3.8,90,6.9,1004.4,19.25,3.1,13.2
108,서울,2020-04-13,12.4,,3.1,70,5.1,1003.9,26.02,1.9,18
108,서울,2020-04-14,13,,2.4,290,6.6,1006.3,25.93,1.3,18.7
108,서울,2020-04-15,13.2,,2.2,290,5.8,1004.6,21.49,5.4,17.5
108,서울,2020-04-16,16,,2.3,90,7,1006.1,22.96,2.9,20.1
108,서울,2020-04-17,12.5,6.5,2.4,110,11.1,1002.2,4.23,9.1,12.1
108,서울,2020-04-18,13.5,,2.6,320,10.2,1005.9,23.09,2.6,18.1
108,서울,2020-04-19,12.3,10.3,2.7,90,10.6,1004.1,5.25,9.5,12.5
108,서울,2020-04-20,10,.1,3.3,250,9,1000.6,7.34,7.4,10.2
108,서울,2020-04-21,7.4,,4.4,290,5,1003.8,23.63,3.6,12.2
108,서울,2020-04-22,6,0,4,290,4.4,1005.9,15.89,4.1,9.8
108,서울,2020-04-23,7.9,,3.7,290,4.9,1005.6,25.72,1.6,12.7
108,서울,2020-04-24,9.9,,3.9,270,6.7,1003.1,26.61,1.8,14.5
108,서울,2020-04-25,13.1,,3.9,250,8.3,999.3,18.9,3.3,15.7
108,서울,2020-04-26,12.3,,3.2,290,5.8,1006.9,28.36,.8,18.3
108,서울,2020-04-27,12.9,,2.8,320,7.1,1009.3,22.98,3.4,17.1
108,서울,2020-04-28,13.9,,3,250,7.6,1009.4,26.97,0,20.1
108,서울,2020-04-29,14.9,,2.6,290,7.7,1009,26.1,.4,21.1
108,서울,2020-04-30,17.1,,2.7,250,11.5,1005.7,24.03,5.3,23
108,서울,2020-05-01,20.2,,2.7,270,17.2,1003,18.96,6.6,25.7
108,서울,2020-05-02,20.3,0,2.3,290,18.9,1001.3,9.43,9,22.7
108,서울,2020-05-03,21.8,0,2,90,17.4,996,19.41,7,26.7
108,서울,2020-05-04,20.2,,2.7,290,15,998.1,25.42,3.4,28.9
108,서울,2020-05-05,16,,1.9,290,12.3,1001.5,9.41,5.4,17.1
108,서울,2020-05-06,19.4,,2.1,70,10.3,1003.7,28.51,1.8,26.5
108,서울,2020-05-07,20.7,,2.5,90,7.7,1007.1,23.93,6.8,25.7
108,서울,2020-05-08,19.9,2.3,2.4,160,6.9,1004.4,23.26,7.4,27.3
108,서울,2020-05-09,14.2,24.4,3.6,90,15.3,994.8,3,10,15.1
108,서울,2020-05-10,14.4,1.3,2.5,250,14.4,997,6.77,9,15.7
108,서울,2020-05-11,16.5,3.4,3,250,10.8,997.7,22.98,8.1,20.2
108,서울,2020-05-12,14.3,.7,2.9,250,11.1,995.1,13.6,3.3,17.6
108,서울,2020-05-13,16.1,,2.8,270,8,1005.1,29.7,.6,20.5
108,서울,2020-05-14,19.3,,2,90,7.5,1006,20.64,8.3,21.8
108,서울,2020-05-15,16.1,12,3,90,14.5,998.8,3.43,10,15.9
108,서울,2020-05-16,16.7,2.5,1.6,290,17,996.6,7.6,9.5,18.3
108,서울,2020-05-17,19.1,0,1.7,320,17.5,995.3,15.26,7.1,21.2
108,서울,2020-05-18,19.1,29.8,2.4,140,17.2,988.4,14.07,8.5,21.6
108,서울,2020-05-19,13,19,3.2,50,10.9,990.7,15.29,7.6,16.1
108,서울,2020-05-20,14.4,0,1.9,90,9.8,1001.7,20.91,6,17.3
108,서울,2020-05-21,17.4,,2.1,90,10.9,1004.4,24.35,4.8,20.5
108,서울,2020-05-22,18.5,0,1.9,290,14.6,1002.7,13.07,8.6,20
108,서울,2020-05-23,20.1,0,2.2,290,15.2,1001.1,23.24,7.4,23.3
108,서울,2020-05-24,17.1,14.5,2.9,230,16.4,999.6,10.59,8.4,19
108,서울,2020-05-25,16.6,,2.1,320,15.1,1002.3,16.88,8.1,20.3
108,서울,2020-05-26,16.2,1.5,2.1,290,14.8,999.4,18.49,7.8,19.2
108,서울,2020-05-27,17.4,,2.6,320,13.1,999.3,30.06,1.5,21.4
108,서울,2020-05-28,18.7,0,1.9,320,13,999.6,22.83,3.9,20.5
108,서울,2020-05-29,20.7,,2,290,15.5,1004.9,28.09,1.3,24.3
108,서울,2020-05-30,22.6,,1.9,290,15,1006.1,26.5,1.1,27.6
108,서울,2020-05-31,21.2,1,2.3,320,15.4,1001.4,19.15,8.5,25.7
108,서울,2020-06-01,19.7,.4,3.4,290,14.2,999.7,30.35,3.8,26.6
108,서울,2020-06-02,17.9,2,2.2,290,14.4,997.4,5.89,9.3,18.3
108,서울,2020-06-03,22,,2.4,290,18.8,993.9,24.64,5.8,27.1
108,서울,2020-06-04,21.9,.2,2.7,250,21,994.1,19.77,8.4,26.8
108,서울,2020-06-05,23,,1.8,290,18.8,997.2,23.36,5.5,29.8
108,서울,2020-06-06,24.6,,2,290,19.1,998.1,23.38,2.3,31.4
108,서울,2020-06-07,22.7,,2.3,290,18.8,1001.9,26.04,3.3,30.2
108,서울,2020-06-08,25,,2.1,290,19.4,1004.6,26.13,3,32.7
108,서울,2020-06-09,26.7,,2.3,320,17.5,1004.3,28.36,3,34.1
108,서울,2020-06-10,25.8,6.2,2,290,20.5,998.9,18.85,9,32.8
108,서울,2020-06-11,26.1,0,2.2,290,22.2,993.7,26.03,5.8,30.1
108,서울,2020-06-12,24.7,,1.7,290,21.1,995.1,11.51,8.1,25.8
108,서울,2020-06-13,26.9,0,1.9,290,17.9,994.3,28.11,5.5,34.6
108,서울,2020-06-14,24,1.1,2.9,270,20.6,994.3,22.52,4.4,29.6
108,서울,2020-06-15,23,,2.8,270,16.7,996.4,26.53,6,31.1
108,서울,2020-06-16,24.4,,2.2,290,18.7,995.7,24.74,6,32.2
108,서울,2020-06-17,24.3,,2,290,17.4,995.3,21.25,7.4,31.1
108,서울,2020-06-18,23.4,,1.6,320,17.5,993.1,11,9,26.7
108,서울,2020-06-19,24.7,.1,2.1,70,18.8,996.4,19.6,6.3,29.6
108,서울,2020-06-20,24.9,,2.1,290,19.3,1000,24.75,.9,31.9
108,서울,2020-06-21,26.1,,2,320,19.3,998,27.82,.1,34.1
108,서울,2020-06-22,28.6,,2,290,18.8,998,28.95,1.6,36.3
108,서울,2020-06-23,27.3,0,1.9,270,19.2,998.3,16.97,7.5,32.1
108,서울,2020-06-24,22.3,37.6,2.7,50,22,993.1,2.91,10,22.7
108,서울,2020-06-25,21.6,13.3,2.2,180,23.3,991.8,6.11,10,23
108,서울,2020-06-26,21.8,2.1,3.2,230,21.2,996.5,13.03,8.3,22.9
108,서울,2020-06-27,24.1,0,2,250,20.8,995.5,22.18,6.1,25.2
108,서울,2020-06-28,25.2,,2.4,270,22.2,994.8,28.6,1.9,28.6
108,서울,2020-06-29,23.8,11.9,2.4,50,22.4,991.8,8.4,8.6,23.9
108,서울,2020-06-30,20.1,64.7,4,320,19.3,984.3,6.2,10,20.8
108,서울,2020-07-01,21.1,0,1.9,270,19.7,995,9.47,7.6,21.3
108,서울,2020-07-02,24.2,,1.9,110,22.1,1000.9,19.15,6.6,24.5
108,서울,2020-07-03,25.5,.1,2.6,50,19.8,1000.5,27.47,6.8,28.6
108,서울,2020-07-04,24.2,1.6,2.1,270,18.6,997,26.88,7.6,28.2
108,서울,2020-07-05,23.8,,1.9,250,19.9,994.5,20.85,5.3,26.7
108,서울,2020-07-06,25.6,,2.1,270,21.5,991.2,19.28,7.4,28.5
108,서울,2020-07-07,24.1,0,2.5,270,22.5,994.3,15.15,6.3,28.3
108,서울,2020-07-08,25.5,,2,270,22.9,994.8,25.81,2.9,30.5
108,서울,2020-07-09,27.5,,1.7,110,22.9,994,23.1,4.8,31.9
108,서울,2020-07-10,24.5,2.2,2.8,50,23,992.6,12.3,6.6,25.2
108,서울,2020-07-11,25.8,,2.6,50,20.5,997.5,21.82,7.3,29.7
108,서울,2020-07-12,23.5,2.9,2.4,70,20.6,999.3,7.67,9.1,25.3
108,서울,2020-07-13,18.7,47.6,4,70,20.3,993,4.58,10,20.1
108,서울,2020-07-14,20.3,11.5,2.8,50,18.7,993.9,12.46,9.9,22.6
108,서울,2020-07-15,23.4,,2,50,17.7,995.5,26.6,5.1,26.4
108,서울,2020-07-16,25,,1.8,270,22.1,997,25.76,4.1,27.4
108,서울,2020-07-17,26,0,1.9,250,23.8,998.3,22.28,4.5,28.3
108,서울,2020-07-18,26.1,,1.6,270,24,998.4,15.49,5.4,27.9
108,서울,2020-07-19,24,29.1,2.7,50,24.2,994.9,4.92,9.9,22.9
108,서울,2020-07-20,23.8,3.6,3.7,200,25.4,995.9,5.15,9.6,23.8
108,서울,2020-07-21,25,0,1.6,270,23.9,1001.8,17.83,6.3,25.6
108,서울,2020-07-22,23.7,11.5,1.6,50,26,999.9,4.5,9.8,24
108,서울,2020-07-23,21.1,103.1,3.6,50,23.9,995.7,2.72,10,21.8
108,서울,2020-07-24,22.5,2.9,4.6,50,20.2,989.3,10.46,9.3,21.2
108,서울,2020-07-25,24.3,0,3.1,50,21,993.6,15.59,7.8,23.9
108,서울,2020-07-26,25.4,0,2,50,22.3,997.4,18.14,7.4,25.6
108,서울,2020-07-27,24.3,2.2,2.2,50,26.1,998.6,7.72,10,25.2
108,서울,2020-07-28,24.4,.4,2,50,25.7,1000.5,8.38,9.9,25
108,서울,2020-07-29,23.7,50.1,2,50,28,1002,3.18,10,23.9
108,서울,2020-07-30,25.3,.1,2.1,230,27.4,1003.4,15.34,8.3,26.9
108,서울,2020-07-31,26.2,1.5,2,250,27.7,1003.9,14.5,6.9,27.2
108,서울,2020-08-01,25.3,39.1,1.7,230,29.2,1000.5,5.31,9.8,25.7
108,서울,2020-08-02,24.9,31.4,2.3,180,30.3,997.8,2.55,10,25.2
108,서울,2020-08-03,25,102.6,3,200,30.4,998.4,3.09,10,25.1
108,서울,2020-08-04,27,3.9,3.5,200,31.6,1000.9,8.06,9.6,26.9
108,서울,2020-08-05,26.5,18.5,1.9,50,31.8,1000.8,5.02,9.8,26.7
108,서울,2020-08-06,24.1,75.7,3.3,200,27.7,995.4,6.74,8,24.8
108,서울,2020-08-07,24.3,0,1.8,50,25.6,996.9,6.7,9,24.8
108,서울,2020-08-08,24.2,19.1,2.3,70,27,993.2,6.96,9.1,24.9
108,서울,2020-08-09,24.9,50.3,2.6,200,29.9,992.5,1.43,9.8,24.3
108,서울,2020-08-10,26.5,44.6,2,200,31.7,993.8,7.77,9.9,26.4
108,서울,2020-08-11,24.6,97,2.2,200,28.5,999.6,7.44,9.5,25.2
108,서울,2020-08-12,27.2,,1.9,50,30.1,1002.7,13.62,8.3,28.3
108,서울,2020-08-13,28,,2.5,200,31,999.3,7.96,8.5,27.4
108,서울,2020-08-14,27.1,.4,3.5,200,30.9,995.8,4.14,9.3,26.3
108,서울,2020-08-15,26.1,69,1.9,200,32.3,998.7,3.25,9.3,25.9
108,서울,2020-08-16,27.4,,3,200,29.9,1001,14.3,8.3,27.9
108,서울,2020-08-17,28.2,,2.3,200,29.4,1003.7,18.44,4.4,29
108,서울,2020-08-18,27.5,,1.6,270,27.5,1003.2,19.81,2.8,29.1
108,서울,2020-08-19,27.1,,2,270,27.1,1001.7,22.54,2.3,28.6
